,Data,AED,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,EGP,EUR,GBP,100 HUF,INR,100 JPY,100 KRW,MDL,MXN,NOK,NZD,PLN,RSD,RUB,SEK,THB,TRY,UAH,USD,XAU,XDR,ZAR
0,2024-01-03,1.2390,3.0693,2.5427,0.9241,3.4127,5.3351,0.6367,0.2016,0.6669,0.1471,4.9731,5.7426,1.3054,0.0546,3.1896,0.3475,0.2586,0.2668,0.4381,2.8452,1.1377,0.0424,0.0496,0.4444,0.1324,0.1528,0.1196,4.5504,300.6318,6.0831,0.2431
1,2024-01-04,1.2360,3.0561,2.5426,0.9226,3.4058,5.3416,0.6350,0.2017,0.6667,0.1469,4.9730,5.7685,1.3105,0.0545,3.1499,0.3468,0.2595,0.2670,0.4407,2.8374,1.1434,0.0424,0.0497,0.4433,0.1317,0.1525,0.1192,4.5395,298.7471,6.0716,0.2435
2,2024-01-05,1.2416,3.0455,2.5433,0.9311,3.4089,5.3439,0.6373,0.2018,0.6670,0.1480,4.9744,5.7711,1.3150,0.0548,3.1395,0.3460,0.2577,0.2678,0.4409,2.8323,1.1434,0.0424,0.0501,0.4436,0.1313,0.1531,0.1197,4.5599,298.8448,6.0853,0.2424
3,2024-01-08,1.2372,3.0420,2.5421,0.9321,3.3949,5.3402,0.6346,0.2027,0.6666,0.1471,4.9720,5.7747,1.3169,0.0547,3.1471,0.3447,0.2576,0.2692,0.4379,2.8294,1.1419,0.0424,0.0502,0.4425,0.1299,0.1520,0.1188,4.5440,296.2069,6.0735,0.2431
4,2024-01-09,1.2377,3.0450,2.5419,0.9334,3.4013,5.3431,0.6347,0.2022,0.6666,0.1471,4.9715,5.7852,1.3126,0.0547,3.1568,0.3445,0.2580,0.2702,0.4386,2.8394,1.1464,0.0424,0.0507,0.4435,0.1300,0.1518,0.1189,4.5460,297.6556,6.0767,0.2438
5,2024-01-10,1.2366,3.0465,2.5423,0.9255,3.3973,5.3298,0.6336,0.2023,0.6668,0.1470,4.9724,5.7778,1.3140,0.0547,3.1348,0.3445,0.2564,0.2677,0.4393,2.8351,1.1456,0.0424,0.0509,0.4438,0.1298,0.1517,0.1189,4.5418,297.2891,6.0699,0.2437
6,2024-01-11,1.2348,3.0414,2.5423,0.9269,3.3909,5.3251,0.6332,0.2017,0.6668,0.1468,4.9723,5.7780,1.3107,0.0546,3.1179,0.3445,0.2561,0.2667,0.4390,2.8335,1.1433,0.0424,0.0510,0.4440,0.1293,0.1506,0.1193,4.5351,296.2584,6.0634,0.2433
7,2024-01-12,1.2353,3.0382,2.5427,0.9317,3.3963,5.3151,0.6331,0.2017,0.6669,0.1468,4.9731,5.7867,1.3107,0.0547,3.1262,0.3457,0.2551,0.2689,0.4413,2.8328,1.1411,0.0424,0.0515,0.4417,0.1294,0.1514,0.1199,4.5371,298.1008,6.0664,0.2436
8,2024-01-15,1.2383,3.0285,2.5429,0.9365,3.3890,5.3231,0.6338,0.2013,0.6668,0.1472,4.9736,5.7859,1.3100,0.0549,3.1209,0.3442,0.2562,0.2694,0.4406,2.8165,1.1376,0.0424,0.0519,0.4414,0.1301,0.1511,0.1201,4.5481,300.1567,6.0730,0.2434
9,2024-01-16,1.2449,3.0184,2.5442,0.9402,3.3880,5.3115,0.6356,0.2013,0.6672,0.1480,4.9761,5.7747,1.3092,0.0550,3.1166,0.3420,0.2571,0.2685,0.4383,2.8147,1.1327,0.0424,0.0520,0.4391,0.1291,0.1517,0.1205,4.5724,299.9556,6.0884,0.2420
10,2024-01-17,1.2459,2.9986,2.5438,0.9289,3.3848,5.3004,0.6361,0.2008,0.6671,0.1481,4.9752,5.8027,1.3071,0.0550,3.0971,0.3400,0.2583,0.2642,0.4362,2.7991,1.1327,0.0424,0.0518,0.4375,0.1288,0.1521,0.1207,4.5762,297.9899,6.0905,0.2400
11,2024-01-18,1.2437,2.9988,2.5444,0.9255,3.3858,5.2832,0.6351,0.2011,0.6673,0.1478,4.9765,5.7961,1.3038,0.0549,3.0888,0.3415,0.2590,0.2661,0.4353,2.7967,1.1299,0.0424,0.0514,0.4375,0.1284,0.1511,0.1213,4.5679,295.3822,6.0834,0.2414
12,2024-01-19,1.2452,3.0177,2.5446,0.9277,3.3955,5.2629,0.6359,0.2008,0.6674,0.1480,4.9769,5.7989,1.3007,0.0551,3.0902,0.3430,0.2581,0.2670,0.4371,2.7981,1.1369,0.0425,0.0516,0.4374,0.1289,0.1515,0.1219,4.5735,298.5646,6.0881,0.2412
13,2024-01-22,1.2444,3.0119,2.5446,0.9268,3.4052,5.2631,0.6352,0.2010,0.6673,0.1479,4.9768,5.8079,1.3025,0.0550,3.0882,0.3409,0.2576,0.2675,0.4352,2.7967,1.1425,0.0425,0.0520,0.4378,0.1282,0.1513,0.1220,4.5705,297.4521,6.0860,0.2389
14,2024-01-23,1.2464,3.0134,2.5445,0.9175,3.3964,5.2672,0.6384,0.2005,0.6673,0.1482,4.9767,5.8200,1.2936,0.0550,3.0949,0.3420,0.2573,0.2650,0.4350,2.7835,1.1368,0.0425,0.0520,0.4380,0.1281,0.1512,0.1222,4.5780,298.0198,6.0958,0.2391
15,2024-01-25,1.2438,3.0101,2.5445,0.9258,3.3825,5.2854,0.6372,0.2006,0.6674,0.1478,4.9765,5.8181,1.2909,0.0550,3.0957,0.3419,0.2576,0.2649,0.4386,2.7989,1.1370,0.0425,0.0514,0.4390,0.1280,0.1509,0.1216,4.5681,296.4598,6.0886,0.2421
16,2024-01-26,1.2473,3.0221,2.5443,0.9317,3.4060,5.3058,0.6386,0.2012,0.6675,0.1483,4.9763,5.8322,1.2885,0.0551,3.1016,0.3432,0.2575,0.2671,0.4385,2.7992,1.1374,0.0425,0.0512,0.4393,0.1288,0.1511,0.1211,4.5812,298.0022,6.0995,0.2436
17,2024-01-29,1.2526,3.0360,2.5447,0.9356,3.4233,5.3370,0.6406,0.2009,0.6677,0.1486,4.9770,5.8422,1.2779,0.0553,3.1137,0.3441,0.2580,0.2681,0.4410,2.8131,1.1394,0.0425,0.0513,0.4389,0.1294,0.1516,0.1214,4.6007,299.8259,6.1157,0.2447
18,2024-01-30,1.2504,3.0316,2.5447,0.9274,3.4261,5.3232,0.6397,0.2004,0.6677,0.1486,4.9769,5.8226,1.2790,0.0553,3.1185,0.3454,0.2592,0.2673,0.4401,2.8155,1.1399,0.0425,0.0515,0.4415,0.1299,0.1514,0.1213,4.5925,300.5255,6.1090,0.2434
19,2024-01-31,1.2514,3.0233,2.5441,0.9285,3.4223,5.3190,0.6403,0.2003,0.6674,0.1487,4.9759,5.8235,1.2929,0.0553,3.1092,0.3445,0.2587,0.2684,0.4387,2.8123,1.1471,0.0425,0.0512,0.4413,0.1295,0.1514,0.1227,4.5962,301.0282,6.1103,0.2452
20,2024-02-01,1.2548,3.0018,2.5435,0.9305,3.4250,5.3374,0.6416,0.1999,0.6673,0.1491,4.9747,5.8224,1.2972,0.0555,3.1398,0.3453,0.2584,0.2674,0.4380,2.8048,1.1471,0.0425,0.0511,0.4404,0.1298,0.1518,0.1225,4.6088,301.4387,6.1225,0.2463
21,2024-02-02,1.2441,3.0167,2.5425,0.9294,3.4174,5.3393,0.6367,0.1997,0.6671,0.1479,4.9728,5.8308,1.2965,0.0551,3.1146,0.3451,0.2587,0.2681,0.4362,2.8126,1.1517,0.0424,0.0505,0.4406,0.1297,0.1500,0.1217,4.5697,301.8048,6.0911,0.2453
22,2024-02-05,1.2598,3.0068,2.5429,0.9309,3.4304,5.3208,0.6428,0.1996,0.6671,0.1495,4.9736,5.8270,1.2930,0.0557,3.1170,0.3471,0.2565,0.2692,0.4341,2.8041,1.1489,0.0425,0.0507,0.4375,0.1294,0.1518,0.1232,4.6270,301.2057,6.1313,0.2440
23,2024-02-06,1.2625,3.0106,2.5442,0.9300,3.4245,5.3137,0.6449,0.1994,0.6670,0.1501,4.9760,5.8148,1.2876,0.0558,3.1179,0.3485,0.2599,0.2712,0.4333,2.8060,1.1467,0.0425,0.0510,0.4368,0.1300,0.1519,0.1232,4.6370,301.7830,6.1393,0.2444
24,2024-02-07,1.2586,3.0137,2.5446,0.9313,3.4282,5.2971,0.6425,0.1994,0.6671,0.1496,4.9769,5.8377,1.2841,0.0557,3.1209,0.3481,0.2601,0.2712,0.4355,2.8197,1.1436,0.0425,0.0507,0.4403,0.1298,0.1511,0.1230,4.6228,302.1776,6.1311,0.2445
25,2024-02-08,1.2577,3.0052,2.5444,0.9292,3.4300,5.2893,0.6419,0.1994,0.6674,0.1495,4.9764,5.8296,1.2855,0.0557,3.0989,0.3473,0.2592,0.2710,0.4357,2.8178,1.1455,0.0425,0.0506,0.4417,0.1289,0.1510,0.1230,4.6195,302.4425,6.1248,0.2440
26,2024-02-09,1.2582,3.0073,2.5447,0.9257,3.4343,5.2792,0.6424,0.1976,0.6676,0.1496,4.9770,5.8258,1.2820,0.0557,3.0940,0.3471,0.2593,0.2700,0.4368,2.8378,1.1511,0.0425,0.0509,0.4412,0.1286,0.1506,0.1227,4.6214,301.9565,6.1257,0.2432
27,2024-02-12,1.2571,3.0100,2.5438,0.9320,3.4283,5.2752,0.6418,0.1974,0.6673,0.1494,4.9753,5.8262,1.2841,0.0556,3.0969,0.3473,0.2593,0.2707,0.4388,2.8276,1.1511,0.0425,0.0507,0.4426,0.1287,0.1506,0.1217,4.6170,299.9474,6.1223,0.2427
28,2024-02-13,1.2575,3.0115,2.5442,0.9324,3.4345,5.2510,0.6420,0.1972,0.6675,0.1495,4.9761,5.8501,1.2863,0.0557,3.0891,0.3471,0.2594,0.2703,0.4399,2.8212,1.1524,0.0425,0.0506,0.4426,0.1293,0.1503,0.1211,4.6186,301.0363,6.1246,0.2455
29,2024-02-14,1.2662,3.0117,2.5442,0.9388,3.4347,5.2387,0.6465,0.1964,0.6675,0.1505,4.9760,5.8328,1.2808,0.0560,3.0869,0.3484,0.2596,0.2711,0.4379,2.8261,1.1463,0.0425,0.0509,0.4395,0.1286,0.1515,0.1218,4.6505,297.8986,6.1462,0.2426
30,2024-02-15,1.2624,3.0125,2.5445,0.9321,3.4248,5.2502,0.6445,0.1960,0.6676,0.1499,4.9767,5.8200,1.2783,0.0558,3.0903,0.3481,0.2612,0.2718,0.4381,2.8245,1.1455,0.0425,0.0503,0.4416,0.1283,0.1509,0.1223,4.6364,297.7197,6.1356,0.2439
31,2024-02-16,1.2581,3.0156,2.5447,0.9290,3.4276,5.2450,0.6423,0.1959,0.6676,0.1495,4.9770,5.8173,1.2788,0.0557,3.0750,0.3467,0.2597,0.2714,0.4394,2.8245,1.1466,0.0425,0.0498,0.4424,0.1283,0.1499,0.1215,4.6207,298.2265,6.1219,0.2445
32,2024-02-19,1.2575,3.0196,2.5449,0.9301,3.4266,5.2445,0.6417,0.1956,0.6677,0.1495,4.9773,5.8269,1.2792,0.0556,3.0797,0.3459,0.2584,0.2708,0.4395,2.8360,1.1499,0.0425,0.0499,0.4427,0.1283,0.1495,0.1206,4.6189,299.7327,6.1217,0.2432
33,2024-02-20,1.2543,3.0214,2.5447,0.9294,3.4168,5.2289,0.6403,0.1954,0.6676,0.1489,4.9771,5.8086,1.2799,0.0555,3.0680,0.3453,0.2583,0.2707,0.4401,2.8418,1.1505,0.0425,0.0498,0.4436,0.1279,0.1492,0.1197,4.6069,300.1903,6.1102,0.2425
34,2024-02-21,1.2544,3.0209,2.5441,0.9350,3.4066,5.2331,0.6408,0.1960,0.6675,0.1491,4.9759,5.8143,1.2827,0.0555,3.0707,0.3452,0.2575,0.2701,0.4389,2.8507,1.1529,0.0425,0.0497,0.4438,0.1286,0.1489,0.1192,4.6073,300.5443,6.1113,0.2440
35,2024-02-22,1.2481,3.0185,2.5446,0.9283,3.4069,5.2243,0.6375,0.1966,0.6677,0.1484,4.9769,5.8121,1.2859,0.0553,3.0530,0.3459,0.2573,0.2692,0.4391,2.8468,1.1535,0.0425,0.0492,0.4454,0.1280,0.1473,0.1192,4.5843,299.1390,6.0921,0.2420
36,2024-02-23,1.2516,3.0160,2.5439,0.9260,3.4081,5.2177,0.6386,0.1960,0.6675,0.1488,4.9753,5.8238,1.2807,0.0554,3.0499,0.3451,0.2557,0.2688,0.4359,2.8441,1.1492,0.0425,0.0483,0.4451,0.1274,0.1481,0.1200,4.5970,298.9173,6.1006,0.2384
37,2024-02-26,1.2481,3.0023,2.5427,0.9179,3.3915,5.2137,0.6369,0.1962,0.6672,0.1484,4.9731,5.8128,1.2766,0.0553,3.0438,0.3443,0.2564,0.2681,0.4350,2.8309,1.1544,0.0424,0.0497,0.4454,0.1279,0.1473,0.1194,4.5843,299.5965,6.0890,0.2371
38,2024-02-27,1.2466,2.9997,2.5404,0.9193,3.3930,5.2030,0.6361,0.1963,0.6665,0.1482,4.9686,5.8072,1.2770,0.0552,3.0472,0.3440,0.2559,0.2685,0.4352,2.8219,1.1515,0.0424,0.0498,0.4446,0.1278,0.1470,0.1192,4.5785,299.7224,6.0829,0.2389
39,2024-02-28,1.2512,2.9844,2.5411,0.9314,3.3838,5.2225,0.6383,0.1962,0.6667,0.1487,4.9700,5.8118,1.2704,0.0554,3.0497,0.3442,0.2564,0.2689,0.4338,2.8018,1.1538,0.0424,0.0502,0.4437,0.1276,0.1476,0.1204,4.5955,299.4697,6.0965,0.2386
40,2024-02-29,1.2476,2.9766,2.5406,0.9224,3.3717,5.2072,0.6368,0.1959,0.6666,0.1483,4.9690,5.8022,1.2634,0.0553,3.0537,0.3429,0.2577,0.2686,0.4317,2.7879,1.1501,0.0424,0.0504,0.4434,0.1276,0.1467,0.1205,4.5823,299.2209,6.0866,0.2385
41,2024-03-01,1.2520,2.9910,2.5410,0.9251,3.3865,5.1913,0.6387,0.1961,0.6667,0.1488,4.9699,5.8083,1.2619,0.0555,3.0581,0.3442,0.2577,0.2699,0.4340,2.8030,1.1507,0.0424,0.0503,0.4444,0.1280,0.1467,0.1205,4.5984,303.5750,6.0994,0.2393
42,2024-03-04,1.2466,2.9857,2.5410,0.9242,3.3759,5.1842,0.6360,0.1961,0.6667,0.1479,4.9698,5.8041,1.2600,0.0552,3.0432,0.3437,0.2587,0.2692,0.4348,2.7941,1.1502,0.0424,0.0501,0.4429,0.1278,0.1453,0.1196,4.5788,306.7709,6.0826,0.2403
43,2024-03-05,1.2475,2.9762,2.5421,0.9263,3.3736,5.1707,0.6365,0.1959,0.6670,0.1483,4.9719,5.8130,1.2560,0.0553,3.0463,0.3436,0.2580,0.2700,0.4336,2.7876,1.1498,0.0424,0.0503,0.4409,0.1279,0.1447,0.1193,4.5820,312.9021,6.0870,0.2413
44,2024-03-06,1.2447,2.9812,2.5420,0.9219,3.3649,5.1647,0.6350,0.1963,0.6670,0.0908,4.9718,5.8146,1.2650,0.0552,3.0518,0.3425,0.2582,0.2704,0.4332,2.7874,1.1545,0.0424,0.0507,0.4407,0.1279,0.1438,0.1195,4.5713,312.2892,6.0800,0.2419
45,2024-03-07,1.2424,3.0127,2.5415,0.9228,3.3797,5.1808,0.6339,0.1959,0.6668,0.0923,4.9707,5.8198,1.2594,0.0552,3.0842,0.3431,0.2573,0.2707,0.4359,2.8101,1.1546,0.0424,0.0502,0.4438,0.1283,0.1435,0.1198,4.5632,316.5574,6.0786,0.2426
46,2024-03-08,1.2378,3.0212,2.5406,0.9211,3.3826,5.1867,0.6323,0.1961,0.6666,0.0921,4.9691,5.8319,1.2608,0.0549,3.0890,0.3452,0.2572,0.2698,0.4377,2.8118,1.1540,0.0424,0.0501,0.4449,0.1283,0.1425,0.1189,4.5463,316.8932,6.0680,0.2437
47,2024-03-11,1.2360,3.0037,2.5396,0.9112,3.3695,5.1768,0.6318,0.1966,0.6663,0.0925,4.9671,5.8320,1.2583,0.0549,3.0952,0.3468,0.2570,0.2701,0.4350,2.8052,1.1584,0.0424,0.0500,0.4439,0.1282,0.1420,0.1182,4.5397,317.9323,6.0637,0.2427
48,2024-03-12,1.2368,3.0046,2.5393,0.9130,3.3725,5.1829,0.6330,0.1964,0.6660,0.0931,4.9665,5.8129,1.2521,0.0549,3.0823,0.3470,0.2563,0.2706,0.4347,2.7995,1.1595,0.0424,0.0498,0.4449,0.1277,0.1417,0.1180,4.5427,317.8931,6.0632,0.2445
49,2024-03-13,1.2372,3.0038,2.5398,0.9143,3.3684,5.1739,0.6317,0.1965,0.6662,0.0938,4.9675,5.8116,1.2507,0.0549,3.0721,0.3454,0.2574,0.2710,0.4324,2.7959,1.1595,0.0424,0.0496,0.4433,0.1273,0.1418,0.1171,4.5440,316.0494,6.0616,0.2436
50,2024-03-14,1.2373,3.0093,2.5417,0.9139,3.3743,5.1662,0.6320,0.1970,0.6666,0.0950,4.9712,5.8218,1.2597,0.0549,3.0752,0.3450,0.2580,0.2726,0.4337,2.8031,1.1594,0.0424,0.0496,0.4436,0.1276,0.1410,0.1175,4.5441,317.1063,6.0645,0.2440
51,2024-03-15,1.2429,2.9969,2.5415,0.9143,3.3726,5.1649,0.6343,0.1974,0.6666,0.0955,4.9707,5.8212,1.2628,0.0551,3.0679,0.3432,0.2581,0.2734,0.4314,2.7826,1.1572,0.0424,0.0497,0.4417,0.1274,0.1419,0.1176,4.5645,318.3617,6.0776,0.2442
52,2024-03-18,1.2421,2.9953,2.5419,0.9133,3.3679,5.1628,0.6337,0.1974,0.6666,0.0967,4.9715,5.8088,1.2606,0.0550,3.0578,0.3422,0.2586,0.2729,0.4309,2.7779,1.1537,0.0424,0.0495,0.4392,0.1268,0.1410,0.1170,4.5614,316.4037,6.0731,0.2421
53,2024-03-19,1.2488,2.9868,2.5432,0.9116,3.3795,5.1580,0.6370,0.1971,0.6670,0.0973,4.9741,5.8166,1.2574,0.0552,3.0460,0.3425,0.2580,0.2715,0.4287,2.7726,1.1507,0.0424,0.0496,0.4377,0.1271,0.1420,0.1172,4.5861,317.5551,6.0911,0.2418
54,2024-03-20,1.2494,2.9906,2.5431,0.9120,3.3743,5.1460,0.6374,0.1966,0.6670,0.0977,4.9739,5.8266,1.2584,0.0552,3.0250,0.3423,0.2591,0.2726,0.4294,2.7672,1.1509,0.0424,0.0495,0.4372,0.1268,0.1417,0.1172,4.5885,317.8798,6.0908,0.2426
55,2024-03-21,1.2405,3.0108,2.5431,0.9172,3.3767,5.1028,0.6328,0.1971,0.6669,0.0976,4.9740,5.8165,1.2623,0.0548,3.0154,0.3433,0.2589,0.2727,0.4319,2.7730,1.1556,0.0424,0.0497,0.4380,0.1263,0.1405,0.1170,4.5556,323.3234,6.0646,0.2431
