,Data,AED,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,EGP,EUR,GBP,100 HUF,INR,100 JPY,100 KRW,MDL,MXN,NOK,NZD,PLN,RSD,RUB,SEK,THB,TRY,UAH,USD,XAU,XDR,ZAR
140,2024-07-24,1.2483,3.0257,2.5413,0.8209,3.3250,5.1659,0.6301,0.1957,0.6662,0.0948,4.9704,5.9171,1.2685,0.0548,2.9652,0.3312,0.2577,0.2517,0.4145,2.7202,1.1617,0.0425,0.0528,0.4247,0.1268,0.1397,0.1112,4.5850,355.8616,6.0786,0.2505
141,2024-07-25,1.2465,2.9881,2.5406,0.8097,3.3092,5.2094,0.6342,0.1957,0.6658,0.0947,4.9690,5.9000,1.2610,0.0547,3.0043,0.3317,0.2576,0.2475,0.4115,2.7052,1.1566,0.0424,0.0538,0.4225,0.1266,0.1385,0.1111,4.5785,349.4549,6.0828,0.2475
142,2024-07-26,1.2464,3.0027,2.5411,0.8110,3.3139,5.1865,0.6313,0.1958,0.6660,0.0947,4.9700,5.8914,1.2701,0.0547,2.9694,0.3304,0.2576,0.2496,0.4154,2.7007,1.1625,0.0425,0.0535,0.4235,0.1270,0.1385,0.1114,4.5781,349.3503,6.0744,0.2507
143,2024-07-29,1.2489,3.0042,2.5421,0.8096,3.3165,5.1870,0.6321,0.1959,0.6663,0.0950,4.9720,5.8851,1.2705,0.0548,2.9856,0.3319,0.2578,0.2485,0.4175,2.6976,1.1607,0.0425,0.0529,0.4241,0.1276,0.1390,0.1117,4.5874,352.6919,6.0830,0.2499
144,2024-07-30,1.2504,3.0068,2.5438,0.8177,3.3176,5.1823,0.6333,0.1958,0.6667,0.0949,4.9753,5.9065,1.2614,0.0549,2.9651,0.3318,0.2588,0.2462,0.4182,2.7070,1.1600,0.0425,0.0532,0.4248,0.1277,0.1388,0.1119,4.5925,352.7853,6.0876,0.2505
145,2024-07-31,1.2512,2.9860,2.5438,0.8188,3.3196,5.2148,0.6362,0.1955,0.6667,0.0946,4.9752,5.8972,1.2579,0.0549,3.0543,0.3347,0.2590,0.2441,0.4206,2.7194,1.1585,0.0425,0.0534,0.4275,0.1289,0.1386,0.1120,4.5956,357.7496,6.1038,0.2523
146,2024-08-01,1.2563,3.0108,2.5442,0.8156,3.3365,5.2653,0.6371,0.1954,0.6668,0.0947,4.9760,5.8891,1.2590,0.0551,3.0800,0.3375,0.2594,0.2471,0.4239,2.7420,1.1594,0.0425,0.0538,0.4317,0.1296,0.1393,0.1121,4.6145,360.7644,6.1186,0.2533
147,2024-08-02,1.2522,2.9934,2.5438,0.7996,3.3140,5.2830,0.6383,0.1967,0.6667,0.0945,4.9753,5.8578,1.2542,0.0549,3.0897,0.3366,0.2605,0.2423,0.4180,2.7359,1.1599,0.0425,0.0535,0.4286,0.1301,0.1388,0.1115,4.5995,364.2304,6.1099,0.2526
148,2024-08-05,1.2368,2.9300,2.5446,0.7930,3.2749,5.3529,0.6378,0.1971,0.6671,0.0916,4.9769,5.7962,1.2496,0.0542,3.1978,0.3332,0.2592,0.2300,0.4115,2.6962,1.1567,0.0425,0.0534,0.4292,0.1291,0.1363,0.1102,4.5426,354.1692,6.0866,0.2440
149,2024-08-06,1.2417,2.9561,2.5446,0.7968,3.2938,5.3396,0.6378,0.1967,0.6670,0.0926,4.9768,5.7941,1.2510,0.0543,3.1492,0.3305,0.2560,0.2347,0.4136,2.6999,1.1524,0.0425,0.0536,0.4311,0.1284,0.1358,0.1112,4.5606,353.8125,6.0903,0.2459
150,2024-08-07,1.2419,2.9945,2.5445,0.8063,3.3173,5.2886,0.6349,0.1969,0.6668,0.0927,4.9766,5.7958,1.2493,0.0543,3.0956,0.3316,0.2575,0.2368,0.4224,2.7442,1.1524,0.0425,0.0531,0.4364,0.1279,0.1360,0.1113,4.5613,351.2238,6.0803,0.2491
151,2024-08-08,1.2398,2.9817,2.5445,0.8078,3.3125,5.3122,0.6353,0.1970,0.6669,0.0924,4.9767,5.7704,1.2531,0.0542,3.1175,0.3308,0.2576,0.2359,0.4194,2.7277,1.1510,0.0425,0.0526,0.4338,0.1288,0.1358,0.1110,4.5539,350.7813,6.0774,0.2470
152,2024-08-09,1.2410,3.0006,2.5446,0.8217,3.3186,5.2680,0.6356,0.1972,0.6670,0.0926,4.9769,5.8158,1.2587,0.0543,3.0957,0.3337,0.2578,0.2425,0.4209,2.7435,1.1501,0.0425,0.0517,0.4331,0.1292,0.1362,0.1108,4.5582,355.1653,6.0810,0.2490
153,2024-08-12,1.2400,3.0048,2.5444,0.8269,3.3189,5.2464,0.6344,0.1976,0.6669,0.0923,4.9765,5.8106,1.2652,0.0542,3.0919,0.3322,0.2583,0.2416,0.4224,2.7461,1.1556,0.0425,0.0506,0.4328,0.1291,0.1358,0.1102,4.5545,357.6911,6.0765,0.2502
154,2024-08-13,1.2405,3.0088,2.5444,0.8295,3.3186,5.2508,0.6357,0.1974,0.6669,0.0923,4.9764,5.8309,1.2643,0.0543,3.0817,0.3322,0.2583,0.2401,0.4229,2.7525,1.1600,0.0425,0.0490,0.4326,0.1296,0.1360,0.1102,4.5565,360.3486,6.0794,0.2503
155,2024-08-14,1.2285,2.9945,2.5442,0.8269,3.2936,5.2344,0.6317,0.1975,0.6668,0.0914,4.9761,5.7993,1.2623,0.0537,3.0685,0.3329,0.2589,0.2385,0.4233,2.7152,1.1588,0.0425,0.0494,0.4340,0.1293,0.1347,0.1092,4.5124,358.8318,6.0449,0.2498
156,2024-08-16,1.2327,3.0052,2.5439,0.8253,3.3005,5.2123,0.6320,0.1972,0.6668,0.0926,4.9754,5.8414,1.2574,0.0539,3.0459,0.3340,0.2575,0.2432,0.4226,2.7283,1.1639,0.0425,0.0510,0.4314,0.1293,0.1344,0.1098,4.5278,358.6134,6.0543,0.2526
157,2024-08-19,1.2276,3.0152,2.5448,0.8240,3.2963,5.2127,0.6312,0.1978,0.6670,0.0923,4.9773,5.8457,1.2652,0.0538,3.0855,0.3372,0.2578,0.2415,0.4232,2.7372,1.1654,0.0425,0.0502,0.4326,0.1309,0.1338,0.1091,4.5090,362.5709,6.0489,0.2535
158,2024-08-20,1.2230,3.0246,2.5446,0.8310,3.2999,5.2248,0.6289,0.1978,0.6669,0.0919,4.9769,5.8431,1.2631,0.0536,3.0678,0.3371,0.2572,0.2398,0.4255,2.7566,1.1662,0.0425,0.0491,0.4371,0.1314,0.1328,0.1086,4.4922,364.3531,6.0340,0.2525
159,2024-08-21,1.2192,3.0170,2.5448,0.8172,3.2899,5.2350,0.6276,0.1982,0.6670,0.0916,4.9772,5.8312,1.2668,0.0534,3.0636,0.3342,0.2567,0.2364,0.4251,2.7484,1.1608,0.0425,0.0487,0.4371,0.1304,0.1320,0.1084,4.4781,360.7290,6.0230,0.2510
160,2024-08-22,1.2162,3.0127,2.5444,0.8146,3.2905,5.2492,0.6259,0.1984,0.6669,0.0916,4.9765,5.8613,1.2621,0.0532,3.0677,0.3343,0.2559,0.2314,0.4244,2.7522,1.1624,0.0425,0.0490,0.4376,0.1301,0.1318,0.1082,4.4668,360.0863,6.0173,0.2488
161,2024-08-23,1.2185,3.0118,2.5445,0.8002,3.2940,5.2522,0.6271,0.1984,0.6670,0.0917,4.9767,5.8753,1.2635,0.0533,3.0645,0.3347,0.2559,0.2302,0.4220,2.7551,1.1634,0.0425,0.0489,0.4356,0.1306,0.1316,0.1085,4.4754,359.7295,6.0245,0.2497
162,2024-08-26,1.2124,3.0164,2.5438,0.8116,3.2962,5.2596,0.6257,0.1988,0.6668,0.0913,4.9753,5.8730,1.2593,0.0531,3.0926,0.3361,0.2564,0.2319,0.4217,2.7633,1.1621,0.0425,0.0484,0.4357,0.1310,0.1311,0.1077,4.4532,361.4031,6.0131,0.2506
163,2024-08-27,1.2131,3.0220,2.5444,0.8105,3.3083,5.2631,0.6252,0.1988,0.6670,0.0915,4.9765,5.8967,1.2631,0.0531,3.0764,0.3346,0.2564,0.2295,0.4229,2.7727,1.1635,0.0425,0.0487,0.4367,0.1308,0.1311,0.1078,4.4554,359.4383,6.0140,0.2509
164,2024-08-28,1.2166,3.0351,2.5447,0.8110,3.3193,5.3052,0.6272,0.1986,0.6672,0.0918,4.9771,5.9072,1.2647,0.0532,3.0990,0.3346,0.2556,0.2274,0.4249,2.7909,1.1580,0.0425,0.0488,0.4389,0.1315,0.1314,0.1083,4.4684,360.7082,6.0277,0.2516
165,2024-08-29,1.2215,3.0603,2.5448,0.8065,3.3345,5.3189,0.6325,0.1988,0.6673,0.0922,4.9772,5.9207,1.2665,0.0535,3.1043,0.3376,0.2570,0.2290,0.4279,2.8175,1.1593,0.0425,0.0490,0.4394,0.1322,0.1316,0.1089,4.4866,363.5326,6.0459,0.2534
166,2024-08-30,1.2226,3.0567,2.5446,0.7978,3.3325,5.2932,0.6332,0.1988,0.6673,0.0924,4.9769,5.9203,1.2678,0.0535,3.0945,0.3367,0.2577,0.2276,0.4265,2.8134,1.1631,0.0425,0.0491,0.4387,0.1325,0.1318,0.1093,4.4906,364.5107,6.0476,0.2544
167,2024-09-02,1.2238,3.0482,2.5439,0.8009,3.3309,5.2900,0.6322,0.1987,0.6671,0.0926,4.9755,5.9032,1.2676,0.0536,3.0644,0.3356,0.2585,0.2284,0.4251,2.8003,1.1626,0.0425,0.0501,0.4381,0.1314,0.1321,0.1092,4.4950,361.1841,6.0431,0.2513
168,2024-09-03,1.2266,3.0356,2.5430,0.8021,3.3301,5.2871,0.6328,0.1985,0.6668,0.0929,4.9738,5.9089,1.2642,0.0537,3.0869,0.3358,0.2579,0.2278,0.4231,2.7878,1.1631,0.0425,0.0507,0.4372,0.1316,0.1327,0.1090,4.5050,362.4655,6.0524,0.2512
169,2024-09-04,1.2246,3.0207,2.5426,0.7961,3.3189,5.2951,0.6320,0.1984,0.6666,0.0927,4.9729,5.9029,1.2649,0.0536,3.0985,0.3355,0.2575,0.2269,0.4204,2.7841,1.1614,0.0425,0.0506,0.4362,0.1314,0.1321,0.1090,4.4977,358.7210,6.0479,0.2509
170,2024-09-05,1.2197,3.0117,2.5417,0.7938,3.3163,5.2926,0.6312,0.1984,0.6663,0.0925,4.9711,5.8959,1.2655,0.0533,3.1210,0.3356,0.2572,0.2239,0.4223,2.7788,1.1629,0.0425,0.0495,0.4363,0.1331,0.1320,0.1091,4.4799,362.4717,6.0386,0.2518
171,2024-09-06,1.2186,3.0155,2.5425,0.8036,3.3163,5.3165,0.6318,0.1986,0.6664,0.0924,4.9728,5.8944,1.2617,0.0533,3.1359,0.3368,0.2561,0.2252,0.4218,2.7874,1.1621,0.0425,0.0497,0.4375,0.1336,0.1315,0.1092,4.4760,362.6244,6.0396,0.2525
172,2024-09-09,1.2248,2.9962,2.5432,0.8034,3.3165,5.3071,0.6323,0.1988,0.6666,0.0930,4.9741,5.8889,1.2603,0.0536,3.1350,0.3344,0.2566,0.2260,0.4171,2.7616,1.1625,0.0425,0.0496,0.4345,0.1325,0.1321,0.1094,4.4986,361.0585,6.0531,0.2512
173,2024-09-10,1.2266,3.0039,2.5432,0.8068,3.3208,5.3163,0.6329,0.1984,0.6666,0.0932,4.9742,5.9016,1.2532,0.0536,3.1459,0.3359,0.2588,0.2260,0.4174,2.7751,1.1613,0.0425,0.0494,0.4346,0.1335,0.1324,0.1094,4.5050,362.8761,6.0600,0.2514
174,2024-09-11,1.2261,2.9991,2.5431,0.7951,3.3146,5.3246,0.6332,0.1982,0.6666,0.0931,4.9740,5.8944,1.2546,0.0536,3.1829,0.3363,0.2589,0.2256,0.4169,2.7668,1.1601,0.0425,0.0492,0.4350,0.1338,0.1323,0.1091,4.5032,365.2626,6.0635,0.2519
175,2024-09-12,1.2294,3.0144,2.5432,0.7965,3.3272,5.2830,0.6342,0.1980,0.6666,0.0932,4.9742,5.8940,1.2551,0.0538,3.1668,0.3367,0.2586,0.2289,0.4172,2.7700,1.1567,0.0425,0.0494,0.4356,0.1338,0.1325,0.1093,4.5156,365.6995,6.0698,0.2507
176,2024-09-13,1.2204,3.0116,2.5430,0.7966,3.3029,5.2884,0.6322,0.1977,0.6664,0.0926,4.9737,5.8899,1.2565,0.0534,3.1896,0.3382,0.2583,0.2302,0.4200,2.7728,1.1584,0.0425,0.0493,0.4378,0.1345,0.1320,0.1085,4.4826,370.5328,6.0510,0.2521
177,2024-09-16,1.2180,3.0135,2.5433,0.8041,3.2941,5.2921,0.6307,0.1979,0.6666,0.0924,4.9743,5.8990,1.2620,0.0533,3.1895,0.3393,0.2566,0.2330,0.4223,2.7678,1.1635,0.0425,0.0490,0.4393,0.1346,0.1317,0.1079,4.4737,371.8457,6.0452,0.2534
178,2024-09-17,1.2160,3.0209,2.5430,0.8114,3.2875,5.2921,0.6296,0.1977,0.6665,0.0922,4.9738,5.9047,1.2615,0.0533,3.1760,0.3391,0.2558,0.2319,0.4217,2.7710,1.1651,0.0425,0.0489,0.4396,0.1341,0.1312,0.1077,4.4662,369.6415,6.0382,0.2535
179,2024-09-18,1.2158,3.0299,2.5434,0.8144,3.2874,5.3003,0.6303,0.1985,0.6667,0.0920,4.9746,5.9056,1.2615,0.0533,3.1538,0.3378,0.2558,0.2339,0.4222,2.7796,1.1644,0.0425,0.0486,0.4395,0.1343,0.1309,0.1077,4.4657,368.9924,6.0359,0.2542
180,2024-09-19,1.2117,3.0429,2.5433,0.8149,3.2880,5.2625,0.6303,0.1983,0.6668,0.0918,4.9744,5.9110,1.2603,0.0532,3.1177,0.3356,0.2559,0.2321,0.4261,2.7892,1.1654,0.0425,0.0479,0.4398,0.1345,0.1308,0.1073,4.4504,371.0295,6.0226,0.2558
181,2024-09-20,1.2134,3.0342,2.5434,0.8215,3.2843,5.2532,0.6319,0.1982,0.6668,0.0918,4.9745,5.9252,1.2616,0.0533,3.0980,0.3338,0.2553,0.2297,0.4244,2.7782,1.1626,0.0425,0.0480,0.4374,0.1349,0.1313,0.1078,4.4568,373.3536,6.0266,0.2537
182,2024-09-23,1.2193,3.0529,2.5432,0.8127,3.3021,5.2655,0.6345,0.1982,0.6669,0.0920,4.9741,5.9502,1.2608,0.0536,3.1181,0.3347,0.2556,0.2300,0.4254,2.7969,1.1640,0.0425,0.0482,0.4374,0.1357,0.1313,0.1082,4.4783,377.2337,6.0465,0.2575
183,2024-09-24,1.2165,3.0575,2.5440,0.8069,3.3071,5.2667,0.6354,0.1978,0.6672,0.0918,4.9757,5.9772,1.2612,0.0534,3.0965,0.3347,0.2566,0.2308,0.4282,2.8042,1.1670,0.0425,0.0480,0.4407,0.1359,0.1307,0.1080,4.4683,377.8501,6.0415,0.2582
184,2024-09-25,1.2117,3.0593,2.5441,0.8166,3.3122,5.2446,0.6338,0.1981,0.6672,0.0915,4.9758,5.9519,1.2601,0.0532,3.0868,0.3341,0.2564,0.2299,0.4266,2.8083,1.1676,0.0425,0.0481,0.4399,0.1360,0.1304,0.1079,4.4506,380.1206,6.0262,0.2586
185,2024-09-26,1.2151,3.0655,2.5442,0.8152,3.3143,5.2641,0.6358,0.1978,0.6673,0.0922,4.9759,5.9642,1.2573,0.0534,3.0825,0.3358,0.2549,0.2281,0.4220,2.8062,1.1657,0.0425,0.0482,0.4396,0.1371,0.1307,0.1083,4.4629,382.8727,6.0360,0.2590
186,2024-09-27,1.2146,3.0729,2.5442,0.8204,3.3096,5.2832,0.6363,0.1978,0.6673,0.0922,4.9760,5.9711,1.2528,0.0533,3.1130,0.3396,0.2562,0.2283,0.4228,2.8168,1.1633,0.0425,0.0481,0.4406,0.1377,0.1305,0.1083,4.4612,382.0804,6.0402,0.2602
187,2024-09-30,1.2102,3.0781,2.5440,0.8179,3.2880,5.2677,0.6340,0.1976,0.6673,0.0920,4.9756,5.9563,1.2512,0.0530,3.1194,0.3391,0.2558,0.2261,0.4230,2.8254,1.1637,0.0425,0.0476,0.4407,0.1382,0.1301,0.1078,4.4451,378.7000,6.0279,0.2592
188,2024-10-01,1.2213,3.0972,2.5441,0.8231,3.3136,5.2959,0.6391,0.1969,0.6672,0.0930,4.9758,5.9766,1.2512,0.0535,3.1208,0.3401,0.2550,0.2279,0.4227,2.8342,1.1609,0.0425,0.0479,0.4399,0.1377,0.1314,0.1086,4.4857,381.9299,6.0589,0.2591
189,2024-10-02,1.2238,3.0989,2.5444,0.8285,3.3328,5.3087,0.6405,0.1965,0.6671,0.0929,4.9764,5.9751,1.2478,0.0535,3.1160,0.3404,0.2576,0.2295,0.4260,2.8245,1.1579,0.0425,0.0475,0.4385,0.1372,0.1312,0.1088,4.4952,383.4311,6.0654,0.2578
190,2024-10-03,1.2275,3.0875,2.5443,0.8290,3.3342,5.2942,0.6424,0.1963,0.6671,0.0932,4.9763,5.9133,1.2413,0.0537,3.0695,0.3384,0.2578,0.2315,0.4247,2.8047,1.1575,0.0425,0.0474,0.4378,0.1362,0.1319,0.1093,4.5085,383.6722,6.0639,0.2586
191,2024-10-04,1.2288,3.0880,2.5445,0.8240,3.3287,5.2945,0.6431,0.1963,0.6672,0.0934,4.9766,5.9447,1.2388,0.0538,3.0820,0.3371,0.2579,0.2333,0.4257,2.7994,1.1541,0.0425,0.0475,0.4386,0.1366,0.1319,0.1096,4.5135,385.6265,6.0718,0.2587
192,2024-10-07,1.2367,3.0834,2.5447,0.8325,3.3426,5.2961,0.6472,0.1963,0.6675,0.0938,4.9770,5.9374,1.2384,0.0541,3.0643,0.3374,0.2576,0.2363,0.4273,2.7907,1.1511,0.0425,0.0472,0.4380,0.1358,0.1328,0.1102,4.5425,387.6905,6.0903,0.2606
193,2024-10-08,1.2330,3.0466,2.5447,0.8238,3.3199,5.2985,0.6421,0.1966,0.6674,0.0934,4.9771,5.9304,1.2415,0.0539,3.0636,0.3359,0.2587,0.2346,0.4251,2.7708,1.1541,0.0425,0.0470,0.4380,0.1353,0.1320,0.1100,4.5290,384.5900,6.0763,0.2593
194,2024-10-09,1.2354,3.0582,2.5443,0.8198,3.3206,5.2959,0.6420,0.1964,0.6672,0.0935,4.9763,5.9394,1.2462,0.0541,3.0533,0.3378,0.2575,0.2347,0.4228,2.7633,1.1587,0.0425,0.0468,0.4379,0.1358,0.1326,0.1101,4.5377,381.7979,6.0803,0.2581
195,2024-10-10,1.2393,3.0605,2.5441,0.8136,3.3145,5.2944,0.6434,0.1965,0.6671,0.0938,4.9759,5.9517,1.2425,0.0542,3.0572,0.3375,0.2573,0.2336,0.4222,2.7665,1.1559,0.0425,0.0467,0.4379,0.1356,0.1330,0.1105,4.5521,382.9182,6.0915,0.2591
196,2024-10-11,1.2380,3.0630,2.5438,0.8144,3.3028,5.3043,0.6434,0.1966,0.6668,0.0936,4.9752,5.9437,1.2412,0.0541,3.0531,0.3366,0.2574,0.2340,0.4240,2.7699,1.1591,0.0425,0.0474,0.4378,0.1363,0.1326,0.1104,4.5471,385.5996,6.0872,0.2605
197,2024-10-14,1.2388,3.0618,2.5433,0.8108,3.2998,5.2933,0.6427,0.1969,0.6667,0.0937,4.9744,5.9421,1.2427,0.0541,3.0465,0.3352,0.2574,0.2364,0.4232,2.7703,1.1602,0.0425,0.0473,0.4377,0.1371,0.1329,0.1104,4.5501,388.9505,6.0868,0.2604
198,2024-10-15,1.2415,3.0624,2.5439,0.8149,3.3030,5.2951,0.6412,0.1973,0.6669,0.0939,4.9755,5.9644,1.2429,0.0543,3.0629,0.3351,0.2574,0.2345,0.4218,2.7786,1.1590,0.0425,0.0469,0.4397,0.1368,0.1330,0.1107,4.5603,389.2309,6.0954,0.2593
199,2024-10-16,1.2435,3.0553,2.5441,0.8080,3.3133,5.3002,0.6422,0.1968,0.6669,0.0940,4.9758,5.9452,1.2408,0.0544,3.0613,0.3358,0.2581,0.2314,0.4213,2.7740,1.1574,0.0425,0.0469,0.4381,0.1377,0.1336,0.1108,4.5675,393.9593,6.0992,0.2603
200,2024-10-17,1.2463,3.0629,2.5421,0.8074,3.3223,5.2956,0.6425,0.1968,0.6664,0.0941,4.9720,5.9484,1.2384,0.0545,3.0591,0.3340,0.2582,0.2298,0.4184,2.7753,1.1517,0.0425,0.0470,0.4353,0.1379,0.1336,0.1110,4.5778,394.4609,6.1040,0.2580
201,2024-10-18,1.2487,3.0792,2.5423,0.8112,3.3256,5.2949,0.6454,0.1971,0.6668,0.0943,4.9724,5.9815,1.2432,0.0546,3.0597,0.3343,0.2584,0.2320,0.4216,2.7852,1.1542,0.0425,0.0475,0.4362,0.1384,0.1338,0.1112,4.5865,399.9201,6.1149,0.2612
202,2024-10-21,1.2478,3.0642,2.5422,0.8055,3.3168,5.2983,0.6445,0.1968,0.6666,0.0942,4.9722,5.9672,1.2376,0.0545,3.0552,0.3326,0.2578,0.2296,0.4202,2.7751,1.1522,0.0425,0.0476,0.4353,0.1371,0.1340,0.1110,4.5831,403.0756,6.1103,0.2602
203,2024-10-22,1.2516,3.0716,2.5427,0.8081,3.3233,5.3086,0.6456,0.1968,0.6668,0.0944,4.9731,5.9669,1.2412,0.0547,3.0474,0.3335,0.2565,0.2305,0.4205,2.7824,1.1519,0.0425,0.0476,0.4358,0.1372,0.1344,0.1113,4.5973,403.5667,6.1190,0.2609
204,2024-10-23,1.2554,3.0693,2.5429,0.8103,3.3355,5.3167,0.6470,0.1973,0.6668,0.0946,4.9735,5.9860,1.2394,0.0548,3.0185,0.3335,0.2562,0.2308,0.4203,2.7779,1.1474,0.0425,0.0476,0.4354,0.1368,0.1348,0.1117,4.6113,407.9061,6.1265,0.2617
